energy_low_MeV,energy_high_MeV,energy_center_MeV,probability_mass_bin,sampling_probability,relative_bin_integral,probability_physical_quantity,spectral_validation_comparison_quantity,spectral_validation_transform,source_model_id,production_case_name,production_origin,production_interpolation_method,source_base_case,source_validation_class,transformation_contract,source_origin_file,source_origin_sha256,source_snapshot_file,source_snapshot_sha256,exact_production_energy_grid
0.05,0.15000000000000002,0.1,6.656017039403619e-05,6.656017039403619e-05,6.656017039403619e-05,PHOTON_NUMBER_PROBABILITY_MASS_PER_BIN,ENERGY_FLUENCE_MASS_PER_BIN,energy_fluence_mass_i = energy_center_MeV_i * probability_mass_bin_i,PROJECT_10MV_40x40,10MV_40x40_interpolated,project_derived_from_6MV_energy_axis_scaled_10_over_6_probability_conserving_rebin,energy_axis_scaled_10_over_6_probability_conserving_rebin_from_6MV_40x40,6MV_40x40,DERIVED_PROJECT_SOURCE_NOT_MACHINE_COMMISSIONED,E10=E6*(10/6); probability mass linearly split onto the existing 0.1-MeV common-center grid; no invented tail,/home/a/projects/particle-accelerator-shielding-simulator/geant4sim/GUI/geant4GUI/photon_neutron_bpe_app/photon_wall_simulation_core.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,/home/a/projects/Radiation_Research/radiation_shielding/Radiation-Shielding-Research/results/phase1/source_models/source_library_snapshot/photon_wall_simulation_core__9f2f53dab9997188.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,True
4.65,4.75,4.7,0.020966453674121498,0.020966453674121498,0.020966453674121498,PHOTON_NUMBER_PROBABILITY_MASS_PER_BIN,ENERGY_FLUENCE_MASS_PER_BIN,energy_fluence_mass_i = energy_center_MeV_i * probability_mass_bin_i,PROJECT_10MV_40x40,10MV_40x40_interpolated,project_derived_from_6MV_energy_axis_scaled_10_over_6_probability_conserving_rebin,energy_axis_scaled_10_over_6_probability_conserving_rebin_from_6MV_40x40,6MV_40x40,DERIVED_PROJECT_SOURCE_NOT_MACHINE_COMMISSIONED,E10=E6*(10/6); probability mass linearly split onto the existing 0.1-MeV common-center grid; no invented tail,/home/a/projects/particle-accelerator-shielding-simulator/geant4sim/GUI/geant4GUI/photon_neutron_bpe_app/photon_wall_simulation_core.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,/home/a/projects/Radiation_Research/radiation_shielding/Radiation-Shielding-Research/results/phase1/source_models/source_library_snapshot/photon_wall_simulation_core__9f2f53dab9997188.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,True
4.75,4.85,4.8,0.020966453674121498,0.020966453674121498,0.020966453674121498,PHOTON_NUMBER_PROBABILITY_MASS_PER_BIN,ENERGY_FLUENCE_MASS_PER_BIN,energy_fluence_mass_i = energy_center_MeV_i * probability_mass_bin_i,PROJECT_10MV_40x40,10MV_40x40_interpolated,project_derived_from_6MV_energy_axis_scaled_10_over_6_probability_conserving_rebin,energy_axis_scaled_10_over_6_probability_conserving_rebin_from_6MV_40x40,6MV_40x40,DERIVED_PROJECT_SOURCE_NOT_MACHINE_COMMISSIONED,E10=E6*(10/6); probability mass linearly split onto the existing 0.1-MeV common-center grid; no invented tail,/home/a/projects/particle-accelerator-shielding-simulator/geant4sim/GUI/geant4GUI/photon_neutron_bpe_app/photon_wall_simulation_core.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,/home/a/projects/Radiation_Research/radiation_shielding/Radiation-Shielding-Research/results/phase1/source_models/source_library_snapshot/photon_wall_simulation_core__9f2f53dab9997188.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,True
4.85,4.95,4.9,0.010483226837060608,0.010483226837060608,0.010483226837060608,PHOTON_NUMBER_PROBABILITY_MASS_PER_BIN,ENERGY_FLUENCE_MASS_PER_BIN,energy_fluence_mass_i = energy_center_MeV_i * probability_mass_bin_i,PROJECT_10MV_40x40,10MV_40x40_interpolated,project_derived_from_6MV_energy_axis_scaled_10_over_6_probability_conserving_rebin,energy_axis_scaled_10_over_6_probability_conserving_rebin_from_6MV_40x40,6MV_40x40,DERIVED_PROJECT_SOURCE_NOT_MACHINE_COMMISSIONED,E10=E6*(10/6); probability mass linearly split onto the existing 0.1-MeV common-center grid; no invented tail,/home/a/projects/particle-accelerator-shielding-simulator/geant4sim/GUI/geant4GUI/photon_neutron_bpe_app/photon_wall_simulation_core.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,/home/a/projects/Radiation_Research/radiation_shielding/Radiation-Shielding-Research/results/phase1/source_models/source_library_snapshot/photon_wall_simulation_core__9f2f53dab9997188.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,True
4.95,5.05,5.0,0.031449680511182104,0.031449680511182104,0.031449680511182104,PHOTON_NUMBER_PROBABILITY_MASS_PER_BIN,ENERGY_FLUENCE_MASS_PER_BIN,energy_fluence_mass_i = energy_center_MeV_i * probability_mass_bin_i,PROJECT_10MV_40x40,10MV_40x40_interpolated,project_derived_from_6MV_energy_axis_scaled_10_over_6_probability_conserving_rebin,energy_axis_scaled_10_over_6_probability_conserving_rebin_from_6MV_40x40,6MV_40x40,DERIVED_PROJECT_SOURCE_NOT_MACHINE_COMMISSIONED,E10=E6*(10/6); probability mass linearly split onto the existing 0.1-MeV common-center grid; no invented tail,/home/a/projects/particle-accelerator-shielding-simulator/geant4sim/GUI/geant4GUI/photon_neutron_bpe_app/photon_wall_simulation_core.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,/home/a/projects/Radiation_Research/radiation_shielding/Radiation-Shielding-Research/results/phase1/source_models/source_library_snapshot/photon_wall_simulation_core__9f2f53dab9997188.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,True
5.05,5.15,5.1,0.01031682641107552,0.01031682641107552,0.01031682641107552,PHOTON_NUMBER_PROBABILITY_MASS_PER_BIN,ENERGY_FLUENCE_MASS_PER_BIN,energy_fluence_mass_i = energy_center_MeV_i * probability_mass_bin_i,PROJECT_10MV_40x40,10MV_40x40_interpolated,project_derived_from_6MV_energy_axis_scaled_10_over_6_probability_conserving_rebin,energy_axis_scaled_10_over_6_probability_conserving_rebin_from_6MV_40x40,6MV_40x40,DERIVED_PROJECT_SOURCE_NOT_MACHINE_COMMISSIONED,E10=E6*(10/6); probability mass linearly split onto the existing 0.1-MeV common-center grid; no invented tail,/home/a/projects/particle-accelerator-shielding-simulator/geant4sim/GUI/geant4GUI/photon_neutron_bpe_app/photon_wall_simulation_core.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,/home/a/projects/Radiation_Research/radiation_shielding/Radiation-Shielding-Research/results/phase1/source_models/source_library_snapshot/photon_wall_simulation_core__9f2f53dab9997188.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,True
5.15,5.25,5.2,0.020633652822151315,0.020633652822151315,0.020633652822151315,PHOTON_NUMBER_PROBABILITY_MASS_PER_BIN,ENERGY_FLUENCE_MASS_PER_BIN,energy_fluence_mass_i = energy_center_MeV_i * probability_mass_bin_i,PROJECT_10MV_40x40,10MV_40x40_interpolated,project_derived_from_6MV_energy_axis_scaled_10_over_6_probability_conserving_rebin,energy_axis_scaled_10_over_6_probability_conserving_rebin_from_6MV_40x40,6MV_40x40,DERIVED_PROJECT_SOURCE_NOT_MACHINE_COMMISSIONED,E10=E6*(10/6); probability mass linearly split onto the existing 0.1-MeV common-center grid; no invented tail,/home/a/projects/particle-accelerator-shielding-simulator/geant4sim/GUI/geant4GUI/photon_neutron_bpe_app/photon_wall_simulation_core.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,/home/a/projects/Radiation_Research/radiation_shielding/Radiation-Shielding-Research/results/phase1/source_models/source_library_snapshot/photon_wall_simulation_core__9f2f53dab9997188.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,True
5.25,5.35,5.3,0.01996805111821068,0.01996805111821068,0.01996805111821068,PHOTON_NUMBER_PROBABILITY_MASS_PER_BIN,ENERGY_FLUENCE_MASS_PER_BIN,energy_fluence_mass_i = energy_center_MeV_i * probability_mass_bin_i,PROJECT_10MV_40x40,10MV_40x40_interpolated,project_derived_from_6MV_energy_axis_scaled_10_over_6_probability_conserving_rebin,energy_axis_scaled_10_over_6_probability_conserving_rebin_from_6MV_40x40,6MV_40x40,DERIVED_PROJECT_SOURCE_NOT_MACHINE_COMMISSIONED,E10=E6*(10/6); probability mass linearly split onto the existing 0.1-MeV common-center grid; no invented tail,/home/a/projects/particle-accelerator-shielding-simulator/geant4sim/GUI/geant4GUI/photon_neutron_bpe_app/photon_wall_simulation_core.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,/home/a/projects/Radiation_Research/radiation_shielding/Radiation-Shielding-Research/results/phase1/source_models/source_library_snapshot/photon_wall_simulation_core__9f2f53dab9997188.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,True
5.35,5.45,5.4,0.009984025559105608,0.009984025559105608,0.009984025559105608,PHOTON_NUMBER_PROBABILITY_MASS_PER_BIN,ENERGY_FLUENCE_MASS_PER_BIN,energy_fluence_mass_i = energy_center_MeV_i * probability_mass_bin_i,PROJECT_10MV_40x40,10MV_40x40_interpolated,project_derived_from_6MV_energy_axis_scaled_10_over_6_probability_conserving_rebin,energy_axis_scaled_10_over_6_probability_conserving_rebin_from_6MV_40x40,6MV_40x40,DERIVED_PROJECT_SOURCE_NOT_MACHINE_COMMISSIONED,E10=E6*(10/6); probability mass linearly split onto the existing 0.1-MeV common-center grid; no invented tail,/home/a/projects/particle-accelerator-shielding-simulator/geant4sim/GUI/geant4GUI/photon_neutron_bpe_app/photon_wall_simulation_core.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,/home/a/projects/Radiation_Research/radiation_shielding/Radiation-Shielding-Research/results/phase1/source_models/source_library_snapshot/photon_wall_simulation_core__9f2f53dab9997188.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,True
5.45,5.55,5.5,0.028953674121405745,0.028953674121405745,0.028953674121405745,PHOTON_NUMBER_PROBABILITY_MASS_PER_BIN,ENERGY_FLUENCE_MASS_PER_BIN,energy_fluence_mass_i = energy_center_MeV_i * probability_mass_bin_i,PROJECT_10MV_40x40,10MV_40x40_interpolated,project_derived_from_6MV_energy_axis_scaled_10_over_6_probability_conserving_rebin,energy_axis_scaled_10_over_6_probability_conserving_rebin_from_6MV_40x40,6MV_40x40,DERIVED_PROJECT_SOURCE_NOT_MACHINE_COMMISSIONED,E10=E6*(10/6); probability mass linearly split onto the existing 0.1-MeV common-center grid; no invented tail,/home/a/projects/particle-accelerator-shielding-simulator/geant4sim/GUI/geant4GUI/photon_neutron_bpe_app/photon_wall_simulation_core.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,/home/a/projects/Radiation_Research/radiation_shielding/Radiation-Shielding-Research/results/phase1/source_models/source_library_snapshot/photon_wall_simulation_core__9f2f53dab9997188.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,True
5.55,5.65,5.6,0.009318423855164985,0.009318423855164985,0.009318423855164985,PHOTON_NUMBER_PROBABILITY_MASS_PER_BIN,ENERGY_FLUENCE_MASS_PER_BIN,energy_fluence_mass_i = energy_center_MeV_i * probability_mass_bin_i,PROJECT_10MV_40x40,10MV_40x40_interpolated,project_derived_from_6MV_energy_axis_scaled_10_over_6_probability_conserving_rebin,energy_axis_scaled_10_over_6_probability_conserving_rebin_from_6MV_40x40,6MV_40x40,DERIVED_PROJECT_SOURCE_NOT_MACHINE_COMMISSIONED,E10=E6*(10/6); probability mass linearly split onto the existing 0.1-MeV common-center grid; no invented tail,/home/a/projects/particle-accelerator-shielding-simulator/geant4sim/GUI/geant4GUI/photon_neutron_bpe_app/photon_wall_simulation_core.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,/home/a/projects/Radiation_Research/radiation_shielding/Radiation-Shielding-Research/results/phase1/source_models/source_library_snapshot/photon_wall_simulation_core__9f2f53dab9997188.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,True
5.65,5.75,5.7,0.01863684771033022,0.01863684771033022,0.01863684771033022,PHOTON_NUMBER_PROBABILITY_MASS_PER_BIN,ENERGY_FLUENCE_MASS_PER_BIN,energy_fluence_mass_i = energy_center_MeV_i * probability_mass_bin_i,PROJECT_10MV_40x40,10MV_40x40_interpolated,project_derived_from_6MV_energy_axis_scaled_10_over_6_probability_conserving_rebin,energy_axis_scaled_10_over_6_probability_conserving_rebin_from_6MV_40x40,6MV_40x40,DERIVED_PROJECT_SOURCE_NOT_MACHINE_COMMISSIONED,E10=E6*(10/6); probability mass linearly split onto the existing 0.1-MeV common-center grid; no invented tail,/home/a/projects/particle-accelerator-shielding-simulator/geant4sim/GUI/geant4GUI/photon_neutron_bpe_app/photon_wall_simulation_core.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,/home/a/projects/Radiation_Research/radiation_shielding/Radiation-Shielding-Research/results/phase1/source_models/source_library_snapshot/photon_wall_simulation_core__9f2f53dab9997188.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,True
5.75,5.85,5.8,0.017971246006389614,0.017971246006389614,0.017971246006389614,PHOTON_NUMBER_PROBABILITY_MASS_PER_BIN,ENERGY_FLUENCE_MASS_PER_BIN,energy_fluence_mass_i = energy_center_MeV_i * probability_mass_bin_i,PROJECT_10MV_40x40,10MV_40x40_interpolated,project_derived_from_6MV_energy_axis_scaled_10_over_6_probability_conserving_rebin,energy_axis_scaled_10_over_6_probability_conserving_rebin_from_6MV_40x40,6MV_40x40,DERIVED_PROJECT_SOURCE_NOT_MACHINE_COMMISSIONED,E10=E6*(10/6); probability mass linearly split onto the existing 0.1-MeV common-center grid; no invented tail,/home/a/projects/particle-accelerator-shielding-simulator/geant4sim/GUI/geant4GUI/photon_neutron_bpe_app/photon_wall_simulation_core.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,/home/a/projects/Radiation_Research/radiation_shielding/Radiation-Shielding-Research/results/phase1/source_models/source_library_snapshot/photon_wall_simulation_core__9f2f53dab9997188.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,True
5.85,5.95,5.9,0.008985623003195047,0.008985623003195047,0.008985623003195047,PHOTON_NUMBER_PROBABILITY_MASS_PER_BIN,ENERGY_FLUENCE_MASS_PER_BIN,energy_fluence_mass_i = energy_center_MeV_i * probability_mass_bin_i,PROJECT_10MV_40x40,10MV_40x40_interpolated,project_derived_from_6MV_energy_axis_scaled_10_over_6_probability_conserving_rebin,energy_axis_scaled_10_over_6_probability_conserving_rebin_from_6MV_40x40,6MV_40x40,DERIVED_PROJECT_SOURCE_NOT_MACHINE_COMMISSIONED,E10=E6*(10/6); probability mass linearly split onto the existing 0.1-MeV common-center grid; no invented tail,/home/a/projects/particle-accelerator-shielding-simulator/geant4sim/GUI/geant4GUI/photon_neutron_bpe_app/photon_wall_simulation_core.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,/home/a/projects/Radiation_Research/radiation_shielding/Radiation-Shielding-Research/results/phase1/source_models/source_library_snapshot/photon_wall_simulation_core__9f2f53dab9997188.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,True
5.95,6.05,6.0,0.024960063897763573,0.024960063897763573,0.024960063897763573,PHOTON_NUMBER_PROBABILITY_MASS_PER_BIN,ENERGY_FLUENCE_MASS_PER_BIN,energy_fluence_mass_i = energy_center_MeV_i * probability_mass_bin_i,PROJECT_10MV_40x40,10MV_40x40_interpolated,project_derived_from_6MV_energy_axis_scaled_10_over_6_probability_conserving_rebin,energy_axis_scaled_10_over_6_probability_conserving_rebin_from_6MV_40x40,6MV_40x40,DERIVED_PROJECT_SOURCE_NOT_MACHINE_COMMISSIONED,E10=E6*(10/6); probability mass linearly split onto the existing 0.1-MeV common-center grid; no invented tail,/home/a/projects/particle-accelerator-shielding-simulator/geant4sim/GUI/geant4GUI/photon_neutron_bpe_app/photon_wall_simulation_core.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,/home/a/projects/Radiation_Research/radiation_shielding/Radiation-Shielding-Research/results/phase1/source_models/source_library_snapshot/photon_wall_simulation_core__9f2f53dab9997188.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,True
6.05,6.15,6.1,0.007654419595314095,0.007654419595314095,0.007654419595314095,PHOTON_NUMBER_PROBABILITY_MASS_PER_BIN,ENERGY_FLUENCE_MASS_PER_BIN,energy_fluence_mass_i = energy_center_MeV_i * probability_mass_bin_i,PROJECT_10MV_40x40,10MV_40x40_interpolated,project_derived_from_6MV_energy_axis_scaled_10_over_6_probability_conserving_rebin,energy_axis_scaled_10_over_6_probability_conserving_rebin_from_6MV_40x40,6MV_40x40,DERIVED_PROJECT_SOURCE_NOT_MACHINE_COMMISSIONED,E10=E6*(10/6); probability mass linearly split onto the existing 0.1-MeV common-center grid; no invented tail,/home/a/projects/particle-accelerator-shielding-simulator/geant4sim/GUI/geant4GUI/photon_neutron_bpe_app/photon_wall_simulation_core.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,/home/a/projects/Radiation_Research/radiation_shielding/Radiation-Shielding-Research/results/phase1/source_models/source_library_snapshot/photon_wall_simulation_core__9f2f53dab9997188.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,True
6.15,6.25,6.2,0.015308839190628393,0.015308839190628393,0.015308839190628393,PHOTON_NUMBER_PROBABILITY_MASS_PER_BIN,ENERGY_FLUENCE_MASS_PER_BIN,energy_fluence_mass_i = energy_center_MeV_i * probability_mass_bin_i,PROJECT_10MV_40x40,10MV_40x40_interpolated,project_derived_from_6MV_energy_axis_scaled_10_over_6_probability_conserving_rebin,energy_axis_scaled_10_over_6_probability_conserving_rebin_from_6MV_40x40,6MV_40x40,DERIVED_PROJECT_SOURCE_NOT_MACHINE_COMMISSIONED,E10=E6*(10/6); probability mass linearly split onto the existing 0.1-MeV common-center grid; no invented tail,/home/a/projects/particle-accelerator-shielding-simulator/geant4sim/GUI/geant4GUI/photon_neutron_bpe_app/photon_wall_simulation_core.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,/home/a/projects/Radiation_Research/radiation_shielding/Radiation-Shielding-Research/results/phase1/source_models/source_library_snapshot/photon_wall_simulation_core__9f2f53dab9997188.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,True
6.25,6.35,6.3,0.013977635782747664,0.013977635782747664,0.013977635782747664,PHOTON_NUMBER_PROBABILITY_MASS_PER_BIN,ENERGY_FLUENCE_MASS_PER_BIN,energy_fluence_mass_i = energy_center_MeV_i * probability_mass_bin_i,PROJECT_10MV_40x40,10MV_40x40_interpolated,project_derived_from_6MV_energy_axis_scaled_10_over_6_probability_conserving_rebin,energy_axis_scaled_10_over_6_probability_conserving_rebin_from_6MV_40x40,6MV_40x40,DERIVED_PROJECT_SOURCE_NOT_MACHINE_COMMISSIONED,E10=E6*(10/6); probability mass linearly split onto the existing 0.1-MeV common-center grid; no invented tail,/home/a/projects/particle-accelerator-shielding-simulator/geant4sim/GUI/geant4GUI/photon_neutron_bpe_app/photon_wall_simulation_core.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,/home/a/projects/Radiation_Research/radiation_shielding/Radiation-Shielding-Research/results/phase1/source_models/source_library_snapshot/photon_wall_simulation_core__9f2f53dab9997188.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,True
6.35,6.45,6.4,0.006988817891373739,0.006988817891373739,0.006988817891373739,PHOTON_NUMBER_PROBABILITY_MASS_PER_BIN,ENERGY_FLUENCE_MASS_PER_BIN,energy_fluence_mass_i = energy_center_MeV_i * probability_mass_bin_i,PROJECT_10MV_40x40,10MV_40x40_interpolated,project_derived_from_6MV_energy_axis_scaled_10_over_6_probability_conserving_rebin,energy_axis_scaled_10_over_6_probability_conserving_rebin_from_6MV_40x40,6MV_40x40,DERIVED_PROJECT_SOURCE_NOT_MACHINE_COMMISSIONED,E10=E6*(10/6); probability mass linearly split onto the existing 0.1-MeV common-center grid; no invented tail,/home/a/projects/particle-accelerator-shielding-simulator/geant4sim/GUI/geant4GUI/photon_neutron_bpe_app/photon_wall_simulation_core.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,/home/a/projects/Radiation_Research/radiation_shielding/Radiation-Shielding-Research/results/phase1/source_models/source_library_snapshot/photon_wall_simulation_core__9f2f53dab9997188.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,True
6.45,6.55,6.5,0.01896964856230032,0.01896964856230032,0.01896964856230032,PHOTON_NUMBER_PROBABILITY_MASS_PER_BIN,ENERGY_FLUENCE_MASS_PER_BIN,energy_fluence_mass_i = energy_center_MeV_i * probability_mass_bin_i,PROJECT_10MV_40x40,10MV_40x40_interpolated,project_derived_from_6MV_energy_axis_scaled_10_over_6_probability_conserving_rebin,energy_axis_scaled_10_over_6_probability_conserving_rebin_from_6MV_40x40,6MV_40x40,DERIVED_PROJECT_SOURCE_NOT_MACHINE_COMMISSIONED,E10=E6*(10/6); probability mass linearly split onto the existing 0.1-MeV common-center grid; no invented tail,/home/a/projects/particle-accelerator-shielding-simulator/geant4sim/GUI/geant4GUI/photon_neutron_bpe_app/photon_wall_simulation_core.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,/home/a/projects/Radiation_Research/radiation_shielding/Radiation-Shielding-Research/results/phase1/source_models/source_library_snapshot/photon_wall_simulation_core__9f2f53dab9997188.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,True
6.55,6.65,6.6,0.005657614483493029,0.005657614483493029,0.005657614483493029,PHOTON_NUMBER_PROBABILITY_MASS_PER_BIN,ENERGY_FLUENCE_MASS_PER_BIN,energy_fluence_mass_i = energy_center_MeV_i * probability_mass_bin_i,PROJECT_10MV_40x40,10MV_40x40_interpolated,project_derived_from_6MV_energy_axis_scaled_10_over_6_probability_conserving_rebin,energy_axis_scaled_10_over_6_probability_conserving_rebin_from_6MV_40x40,6MV_40x40,DERIVED_PROJECT_SOURCE_NOT_MACHINE_COMMISSIONED,E10=E6*(10/6); probability mass linearly split onto the existing 0.1-MeV common-center grid; no invented tail,/home/a/projects/particle-accelerator-shielding-simulator/geant4sim/GUI/geant4GUI/photon_neutron_bpe_app/photon_wall_simulation_core.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,/home/a/projects/Radiation_Research/radiation_shielding/Radiation-Shielding-Research/results/phase1/source_models/source_library_snapshot/photon_wall_simulation_core__9f2f53dab9997188.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,True
6.65,6.75,6.7,0.011315228966986208,0.011315228966986208,0.011315228966986208,PHOTON_NUMBER_PROBABILITY_MASS_PER_BIN,ENERGY_FLUENCE_MASS_PER_BIN,energy_fluence_mass_i = energy_center_MeV_i * probability_mass_bin_i,PROJECT_10MV_40x40,10MV_40x40_interpolated,project_derived_from_6MV_energy_axis_scaled_10_over_6_probability_conserving_rebin,energy_axis_scaled_10_over_6_probability_conserving_rebin_from_6MV_40x40,6MV_40x40,DERIVED_PROJECT_SOURCE_NOT_MACHINE_COMMISSIONED,E10=E6*(10/6); probability mass linearly split onto the existing 0.1-MeV common-center grid; no invented tail,/home/a/projects/particle-accelerator-shielding-simulator/geant4sim/GUI/geant4GUI/photon_neutron_bpe_app/photon_wall_simulation_core.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,/home/a/projects/Radiation_Research/radiation_shielding/Radiation-Shielding-Research/results/phase1/source_models/source_library_snapshot/photon_wall_simulation_core__9f2f53dab9997188.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,True
6.75,6.85,6.8,0.0,0.0,0.0,PHOTON_NUMBER_PROBABILITY_MASS_PER_BIN,ENERGY_FLUENCE_MASS_PER_BIN,energy_fluence_mass_i = energy_center_MeV_i * probability_mass_bin_i,PROJECT_10MV_40x40,10MV_40x40_interpolated,project_derived_from_6MV_energy_axis_scaled_10_over_6_probability_conserving_rebin,energy_axis_scaled_10_over_6_probability_conserving_rebin_from_6MV_40x40,6MV_40x40,DERIVED_PROJECT_SOURCE_NOT_MACHINE_COMMISSIONED,E10=E6*(10/6); probability mass linearly split onto the existing 0.1-MeV common-center grid; no invented tail,/home/a/projects/particle-accelerator-shielding-simulator/geant4sim/GUI/geant4GUI/photon_neutron_bpe_app/photon_wall_simulation_core.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,/home/a/projects/Radiation_Research/radiation_shielding/Radiation-Shielding-Research/results/phase1/source_models/source_library_snapshot/photon_wall_simulation_core__9f2f53dab9997188.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,True
6.85,6.95,6.9,0.0,0.0,0.0,PHOTON_NUMBER_PROBABILITY_MASS_PER_BIN,ENERGY_FLUENCE_MASS_PER_BIN,energy_fluence_mass_i = energy_center_MeV_i * probability_mass_bin_i,PROJECT_10MV_40x40,10MV_40x40_interpolated,project_derived_from_6MV_energy_axis_scaled_10_over_6_probability_conserving_rebin,energy_axis_scaled_10_over_6_probability_conserving_rebin_from_6MV_40x40,6MV_40x40,DERIVED_PROJECT_SOURCE_NOT_MACHINE_COMMISSIONED,E10=E6*(10/6); probability mass linearly split onto the existing 0.1-MeV common-center grid; no invented tail,/home/a/projects/particle-accelerator-shielding-simulator/geant4sim/GUI/geant4GUI/photon_neutron_bpe_app/photon_wall_simulation_core.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,/home/a/projects/Radiation_Research/radiation_shielding/Radiation-Shielding-Research/results/phase1/source_models/source_library_snapshot/photon_wall_simulation_core__9f2f53dab9997188.py,9f2f53dab99971884f4a97bea897d6a0ebb61dd1d6a65daf7b634f589941222e,True
